url_path,views_total,views_unique
/PetervanLunteren/AddaxAI,72,53
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/manual-install.md,50,36
/PetervanLunteren/AddaxAI/tree/main,13,11
/PetervanLunteren/AddaxAI/releases,12,8
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/all-user-install.md,11,10
/PetervanLunteren/AddaxAI/blob/main/install_files/windows/disable-anti-virus.md,10,8
/PetervanLunteren/AddaxAI/tree/main/model_info,9,7
/PetervanLunteren/AddaxAI/issues,8,7
/PetervanLunteren/AddaxAI/releases/tag/v6.35,8,7
/PetervanLunteren/AddaxAI/pulls,8,4
